Matched Shingle,Entity,Search Query,Visits,Conversion,Revenue
"6""",Inseam,"Wonder Train 6""",17,29.41%,$449.00
tights,Category,wonder train tights,31,6.45%,$196.00
workout,Activity,workout pants men,23,18.18%,$572.00
pants,Category,workout pants men,23,18.18%,$572.00
men,Gender,workout pants men,23,18.18%,$572.00
workout,Activity,workout pants women,18,27.78%,$581.60
pants,Category,workout pants women,18,27.78%,$581.60
women,Category,workout pants women,18,27.78%,$581.60
elixir,Color name,sale elixir,10,0.00%,$0.00
poolside,Color name,tank poolside,10,20.00%,$99.90
shirts,Category,alight shirts,9,0.00%,$0.00
leggings,Category,wunder leggings 28,14,14.29%,$314.00
28,Size,wunder leggings 28,14,14.29%,$314.00
wunder train,Collections,wunder train glove,26,20.83%,$190.00
wunder train,Collections,"wunder train high rise 6""",21,21.05%,$247.90
"6""",Inseam,"wunder train high rise 6""",21,21.05%,$247.90
dance,Activity,dance studio mid rise cropped pants 25,16,31.25%,$343.00
dance studio,Collections,dance studio mid rise cropped pants 25,16,31.25%,$343.00
cropped,Length,dance studio mid rise cropped pants 25,16,31.25%,$343.00
pants,Category,dance studio mid rise cropped pants 25,16,31.25%,$343.00
25,Size,dance studio mid rise cropped pants 25,16,31.25%,$343.00
wunder train,Collections,"wunder train hr short 8""",20,10.00%,$128.00
short,Length,"wunder train hr short 8""",20,10.00%,$128.00
"8""",Inseam,"wunder train hr short 8""",20,10.00%,$128.00
wunder train,Collections,wunder train mesh tank,24,12.50%,$117.50
wunder train,Collections,wunder train purple,16,0.00%,$0.00
purple,Color Family,wunder train purple,16,0.00%,$0.00
wunder train,Collections,wunder train short with pocket,16,6.25%,$74.00
short,Length,wunder train short with pocket,16,6.25%,$74.00
wunder train,Collections,wunder train shorts 4”,17,5.88%,$113.00
shorts,Category,wunder train shorts 4”,17,5.88%,$113.00
wunder train,Collections,wunder train tidal teal,17,5.88%,$73.50
tidal teal,Color name,wunder train tidal teal,17,5.88%,$73.50
wunder train,Collections,wunder train utility blue,19,0.00%,$0.00
utility blue,Color name,wunder train utility blue,19,0.00%,$0.00
blue,Color Family,wunder train utility blue,19,0.00%,$0.00
wunder under,Collections,wunder under hr tight 28,16,6.25%,$98.00
28,Size,wunder under hr tight 28,16,6.25%,$98.00
wunder under,Collections,wunder under tights,21,21.05%,$456.50
tights,Category,wunder under tights,21,21.05%,$456.50
yoga,Activity,yoga woman,9,11.11%,$39.00
yellow,Color Family,yellow speed up,17,0.00%,$0.00
speed up,Collections,yellow speed up,17,0.00%,$0.00
yoga,Activity,yoga body suit,11,0.00%,$0.00
yoga,Activity,yoga leggings with pockets,18,16.67%,$305.00
leggings,Category,yoga leggings with pockets,18,16.67%,$305.00
yoga,Activity,yoga mat black,12,33.33%,$301.00
black,Color name,yoga mat black,12,33.33%,$301.00
yoga,Activity,yoga mat long,14,21.43%,$372.00
long,Length,yoga mat long,14,21.43%,$372.00
yoga,Activity,yoga mat on sale,24,30.43%,$335.65
yoga,Activity,yoga pants for men,15,6.67%,$118.00
pants,Category,yoga pants for men,15,6.67%,$118.00
men,Gender,yoga pants for men,15,6.67%,$118.00
espresso,Color name,espresso women's,5,0.00%,$0.00
yoga,Activity,pant yoga,5,0.00%,$0.00
yoga,Activity,yoga top women,12,8.33%,$29.00
women,Category,yoga top women,12,8.33%,$29.00
tennis,Activity,tennis sales,5,0.00%,$0.00
women,Category,zip up hoodie women,15,13.33%,$236.00
align,Collections,19 inch align capri,1,100.00%,$206.00
align,Collections,23 inch align leggings,14,23.08%,$240.50
leggings,Category,23 inch align leggings,14,23.08%,$240.50
leggings,Category,23” leggings with pockets,16,6.25%,$128.00
25,Size,25 inch with pockets,14,35.71%,$611.00
black,Color name,25” black leggings,9,22.22%,$196.00
leggings,Category,25” black leggings,9,22.22%,$196.00
38ddd,Size,38ddd sports bra,12,16.67%,$126.00
4,Size,4 biker shorts,22,9.09%,$128.00
shorts,Category,4 biker shorts,22,9.09%,$128.00
short,Length,4” short women,7,0.00%,$0.00
women,Category,4” short women,7,0.00%,$0.00
5,Size,5 pocket city,24,25.00%,$635.75
5,Size,5 year basic tshirt,57,30.19%,"$1,523.30"
5 year basic,Collections,5 year basic tshirt,57,30.19%,"$1,523.30"
shorts,Category,5’ men’s shorts,11,0.00%,$0.00
shorts,Category,5” shorts for women,8,0.00%,$0.00
women,Category,5” shorts for women,8,0.00%,$0.00
shorts,Category,5in inseam shorts,16,12.50%,$136.00
6,Size,6 inch biker short,14,0.00%,$0.00
short,Length,6 inch biker short,14,0.00%,$0.00
6,Size,6 inch shorts with pockets,13,7.69%,$74.00
shorts,Category,6 inch shorts with pockets,13,7.69%,$74.00
shorts,Category,6in biker shorts,20,5.00%,$74.00
7,Size,7 inch linerless,19,36.84%,$479.00
short,Length,7” men’s short,10,20.00%,$264.00
8,Size,8 inch shorts women,12,8.33%,$128.00
shorts,Category,8 inch shorts women,12,8.33%,$128.00
women,Category,8 inch shorts women,12,8.33%,$128.00
8,Size,8 inch womens shorts,5,40.00%,$162.00
shorts,Category,8 inch womens shorts,5,40.00%,$162.00
bike,Activity,8” bike shorts,12,8.33%,$29.00
shorts,Category,8” bike shorts,12,8.33%,$29.00
abc,Collections,"abc classic-fit pant 28"" *warpstreme",16,25.00%,$729.60
"28""",Inseam,"abc classic-fit pant 28"" *warpstreme",16,25.00%,$729.60
short,Length,fast and free high rise short 2 airflow,16,31.25%,$295.00
2,Size,fast and free high rise short 2 airflow,16,31.25%,$295.00
abc,Collections,abc golf pants,12,9.09%,$69.00
golf,Activity,abc golf pants,12,9.09%,$69.00
pants,Category,abc golf pants,12,9.09%,$69.00
abc,Collections,abc jogger men’s,15,46.15%,$687.80
abc,Collections,abc jogger obsidian,30,59.26%,"$2,003.20"
obsidian,Color name,abc jogger obsidian,30,59.26%,"$2,003.20"
abc,Collections,"abc pant classic 32""l",17,5.88%,$128.00
abc,Collections,abc slim fit trouser 28,38,35.14%,"$2,105.60"
28,Size,abc slim fit trouser 28,38,35.14%,"$2,105.60"
ABC,Collections,ABC tall jogger,56,54.90%,"$3,727.80"
long,Length,action long sleeve,12,8.33%,$68.00
socks,Category,active grip socks,10,0.00%,$0.00
joggers,Category,adapted state high rise joggers,27,18.52%,$896.00
leggings,Category,alight high rise leggings,11,0.00%,$0.00
Align,Collections,Align 17 in,16,12.50%,$528.00
align,Collections,align 21 leggings,17,12.50%,$352.00
leggings,Category,align 21 leggings,17,12.50%,$352.00
align,Collections,align 23 sale,16,6.67%,$49.00
align,Collections,align bike short 6,17,0.00%,$0.00
bike,Activity,align bike short 6,17,0.00%,$0.00
short,Length,align bike short 6,17,0.00%,$0.00
6,Size,align bike short 6,17,0.00%,$0.00
Align,Collections,Align biker sh,17,0.00%,$0.00
wunder train,Collections,"wunder train high rise short 4""",16,31.25%,$291.20
short,Length,"wunder train high rise short 4""",16,31.25%,$291.20
"4""",Inseam,"wunder train high rise short 4""",16,31.25%,$291.20
align,Collections,align dress black,21,22.22%,$592.00
black,Color name,align dress black,21,22.22%,$592.00
align,Collections,align flair leggings,21,9.52%,$236.00
leggings,Category,align flair leggings,21,9.52%,$236.00
align,Collections,"align high rise 21""",13,41.67%,$541.80
"21""",Inseam,"align high rise 21""",13,41.67%,$541.80
align,Collections,"align high rise 6""",30,24.14%,$429.20
"6""",Inseam,"align high rise 6""",30,24.14%,$429.20
align,Collections,align highrise pant 25,106,57.84%,"$6,053.20"
25,Size,align highrise pant 25,106,57.84%,"$6,053.20"
align,Collections,align hr 31,12,33.33%,$457.00
31,Size,align hr 31,12,33.33%,$457.00
align,Collections,"align hr pant 25"" *pockets",17,17.65%,$453.00
"25""",Inseam,"align hr pant 25"" *pockets",17,17.65%,$453.00
align,Collections,"align hr short 4""",18,11.76%,$172.80
short,Length,"align hr short 4""",18,11.76%,$172.80
"4""",Inseam,"align hr short 4""",18,11.76%,$172.80
align,Collections,align hr wide leg crop,15,20.00%,$265.50
align,Collections,align legging ribbed,23,13.64%,$287.30
align,Collections,align legging white,11,18.18%,$236.00
white,Color name,align legging white,11,18.18%,$236.00
align,Collections,align leggings high rise 28,17,23.53%,$461.00
leggings,Category,align leggings high rise 28,17,23.53%,$461.00
28,Size,align leggings high rise 28,17,23.53%,$461.00
align,Collections,align leggings purple,19,10.53%,$158.00
leggings,Category,align leggings purple,19,10.53%,$158.00
purple,Color Family,align leggings purple,19,10.53%,$158.00
align,Collections,align pants women,21,0.00%,$0.00
pants,Category,align pants women,21,0.00%,$0.00
women,Category,align pants women,21,0.00%,$0.00
align,Collections,align rank top,18,5.56%,$68.00
align,Collections,align red merlot,38,22.22%,$606.65
red,Color Family,align red merlot,38,22.22%,$606.65
red merlot,Color name,align red merlot,38,22.22%,$606.65
align,Collections,align rib waist jogger,14,0.00%,$0.00
pace breaker,Collections,"pace breaker linerless short 7"" *updated",91,31.40%,"$1,967.40"
short,Length,"pace breaker linerless short 7"" *updated",91,31.40%,"$1,967.40"
"7""",Inseam,"pace breaker linerless short 7"" *updated",91,31.40%,"$1,967.40"
align,Collections,"align ribbed hr pant 25""",15,35.71%,$867.30
"25""",Inseam,"align ribbed hr pant 25""",15,35.71%,$867.30
align,Collections,align short 6in,11,0.00%,$0.00
short,Length,align short 6in,11,0.00%,$0.00
align,Collections,align short classic,24,22.73%,$480.80
short,Length,align short classic,24,22.73%,$480.80
align,Collections,align shorts 3”,17,11.76%,$266.00
shorts,Category,align shorts 3”,17,11.76%,$266.00
align,Collections,align storm teal,98,31.87%,"$2,085.90"
storm teal,Color name,align storm teal,98,31.87%,"$2,085.90"
align,Collections,align strappy ribbed tank top,23,28.57%,$400.80
align,Collections,align super high rise 25,20,21.05%,$573.30
25,Size,align super high rise 25,20,21.05%,$573.30
align,Collections,align super high rise leggings,13,8.33%,$98.00
leggings,Category,align super high rise leggings,13,8.33%,$98.00
align,Collections,align super highrise,17,11.76%,$236.00
align,Collections,align tank 2,12,8.33%,$68.00
2,Size,align tank 2,12,8.33%,$68.00
align,Collections,align tank camo,17,0.00%,$0.00
align,Collections,align tank top sonic pink,22,22.73%,$265.00
sonic pink,Color name,align tank top sonic pink,22,22.73%,$265.00
pink,Color Family,align tank top sonic pink,22,22.73%,$265.00
align,Collections,align tie dye leggings,16,6.25%,$59.00
leggings,Category,align tie dye leggings,16,6.25%,$59.00
align,Collections,align top white,23,17.39%,$221.00
white,Color name,align top white,23,17.39%,$221.00
align,Collections,align waist lenght racerback,11,27.27%,$308.65
align,Collections,align wide leg 23,16,25.00%,$404.00
align,Collections,align wide leg crop 23,12,16.67%,$138.00
align,Collections,align y bra,24,12.50%,$118.20
speed up,Collections,speed up mid rise lined short 4,213,31.43%,"$3,853.90"
short,Length,speed up mid rise lined short 4,213,31.43%,"$3,853.90"
4,Size,speed up mid rise lined short 4,213,31.43%,"$3,853.90"
align,Collections,lululemon align high rise wide leg,71,31.43%,"$2,327.55"
we made too much,Category,we made too much mens shorts,37,31.43%,$589.15
shorts,Category,we made too much mens shorts,37,31.43%,$589.15
5,Size,all night festival bag 5,33,21.21%,$534.30
all yours,Collections,all yours vi,20,10.00%,$92.00
short,Length,allign high rise short,4,50.00%,$104.50
always in motion,Collections,always in motion boxer 7,15,20.00%,$248.30
7,Size,always in motion boxer 7,15,20.00%,$248.30
always in motion,Collections,always in motion modal boxer,1,100.00%,$102.00
At ease,Collections,At ease j,33,31.25%,"$1,266.00"
at ease,Collections,at ease sweat,26,3.85%,$125.80
women,Category,athletic shirt women,11,0.00%,$0.00
shirts,Category,athletic shirts women,11,0.00%,$0.00
women,Category,athletic shirts women,11,0.00%,$0.00
short,Length,inner glow high rise short 3,76,31.51%,"$1,604.80"
base pace,Collections,base pace hr shorts,16,18.75%,$186.00
shorts,Category,base pace hr shorts,16,18.75%,$186.00
base pace,Collections,base pace hr tight 28,15,20.00%,$373.00
28,Size,base pace hr tight 28,15,20.00%,$373.00
base pace,Collections,base pace pants,8,0.00%,$0.00
pants,Category,base pace pants,8,0.00%,$0.00
rose,Color Family,belt bag rose,8,25.00%,$117.00
belt bags,Attribute,belt bags for men,21,9.52%,$86.00
bags,Category,belt bags for men,21,9.52%,$86.00
men,Gender,belt bags for men,21,9.52%,$86.00
bike,Activity,bike short 8”,10,10.00%,$39.00
short,Length,bike short 8”,10,10.00%,$39.00
bike,Activity,bike shorts 4”,16,0.00%,$0.00
shorts,Category,bike shorts 4”,16,0.00%,$0.00
short,Length,biker short 2,16,6.25%,$64.00
2,Size,biker short 2,16,6.25%,$64.00
shorts,Category,biker shorts ali,22,4.55%,$128.00
Black,Color name,Black align s,16,0.00%,$0.00
align,Collections,Black align s,16,0.00%,$0.00
s,Size,Black align s,16,0.00%,$0.00
black,Color name,black aligned tank,21,0.00%,$0.00
black,Color name,black and white bag,22,18.18%,$106.00
white,Color name,black and white bag,22,18.18%,$106.00
black,Color name,black bicker shorts,7,0.00%,$0.00
shorts,Category,black bicker shorts,7,0.00%,$0.00
black,Color name,black bra stripes,2,100.00%,$216.00
black,Color name,black camo bra,23,4.35%,$48.00
black,Color name,black fanny bag,22,18.18%,$162.00
black,Color name,black half zip scuba,28,10.71%,$336.30
scuba,Collections,black half zip scuba,28,10.71%,$336.30
black,Color name,black high rise hotty hots,20,15.00%,$204.00
black,Color name,black high rise soft legging,1,0.00%,$0.00
black,Color name,black leggings 12,6,0.00%,$0.00
leggings,Category,black leggings 12,6,0.00%,$0.00
12,Size,black leggings 12,6,0.00%,$0.00
black,Color name,black leggings capri,13,7.69%,$88.00
leggings,Category,black leggings capri,13,7.69%,$88.00
Wunder Train,Collections,Wunder Train Longline Bra *Medium Support,174,31.55%,"$2,346.40"
black,Color name,black lined shorts,10,10.00%,$68.00
shorts,Category,black lined shorts,10,10.00%,$68.00
black,Color name,black lon sleeve,6,0.00%,$0.00
black,Color name,black long slee,25,8.00%,$156.00
long,Length,black long slee,25,8.00%,$156.00
black,Color name,black lulu jacket,30,3.33%,$118.00
black,Color name,black men shirt,16,6.25%,$58.00
men,Gender,black men shirt,16,6.25%,$58.00
black,Color name,black mens pants,22,21.05%,$640.00
pants,Category,black mens pants,22,21.05%,$640.00
black,Color name,black pace breaker,26,23.08%,$570.50
pace breaker,Collections,black pace breaker,26,23.08%,$570.50
black,Color name,black pant men,10,20.00%,$227.00
men,Gender,black pant men,10,20.00%,$227.00
black,Color name,black sale shorts,11,0.00%,$0.00
shorts,Category,black sale shorts,11,0.00%,$0.00
black,Color name,black swiftly t,23,8.70%,$146.00
swiftly,Collections,black swiftly t,23,8.70%,$146.00
black,Color name,black tee women,12,0.00%,$0.00
women,Category,black tee women,12,0.00%,$0.00
black,Color name,black water bottles,26,23.08%,$226.60
water bottles,Category,black water bottles,26,23.08%,$226.60
black,Color name,black womens tank top,17,11.76%,$126.00
blissful blue,Color name,blissful blue tank tops,3,0.00%,$0.00
blue,Color Family,blissful blue tank tops,3,0.00%,$0.00
tank tops,Category,blissful blue tank tops,3,0.00%,$0.00
blue,Color Family,blue everywhere belt bag,17,0.00%,$0.00
everywhere,Collections,blue everywhere belt bag,17,0.00%,$0.00
blue,Color Family,blue half zip,38,21.62%,$910.00
blue,Color Family,blue t shirts,14,21.43%,$146.20
shirts,Category,blue t shirts,14,21.43%,$146.20
bone,Color name,bone colored pants,17,23.53%,$438.30
pants,Category,bone colored pants,17,23.53%,$438.30
bone,Color name,bone pace breaker,13,7.69%,$66.30
pace breaker,Collections,bone pace breaker,13,7.69%,$66.30
bone,Color name,bone women top,13,16.67%,$146.00
women,Category,bone women top,13,16.67%,$146.00
mango dream,Color name,bra mango dream,8,12.50%,$52.00
shirts,Category,built in bra shirts,13,7.69%,$45.90
align,Collections,camo align 25,23,26.09%,$726.80
25,Size,camo align 25,23,26.09%,$726.80
hiking,Activity,cargo shr hiking tight,19,31.58%,$781.00
casual,Activity,casual polo shirts,28,25.00%,"$1,164.00"
polo shirts,Category,casual polo shirts,28,25.00%,"$1,164.00"
shirts,Category,casual polo shirts,28,25.00%,"$1,164.00"
charged indigo,Color name,charged indigo shorts,12,9.09%,$69.00
shorts,Category,charged indigo shorts,12,9.09%,$69.00
charged indigo,Color name,charged indigo tank,10,10.00%,$39.00
chargefeel,Collections,chargefeel low women's workout,17,17.65%,$257.00
workout,Activity,chargefeel low women's workout,17,17.65%,$257.00
City sweat,Collections,City sweat j,25,21.74%,$590.00
city sweat,Collections,city sweat jogg,45,38.64%,"$2,012.40"
psychic,Color name,color rib psychic,19,0.00%,$0.00
commission,Collections,"commission pant 30""",17,5.88%,$128.00
"30""",Inseam,"commission pant 30""",17,5.88%,$128.00
commission,Collections,commission pant classic pantaloon commission,1,100.00%,$384.00
commission,Collections,commission pant classic pantaloon commission,1,100.00%,$384.00
commission,Collections,commission slim fit pant 30,15,20.00%,$512.00
30,Size,commission slim fit pant 30,15,20.00%,$512.00
commission,Collections,"commission slim-fit pant 28"" *warpstreme",17,17.65%,$614.40
"28""",Inseam,"commission slim-fit pant 28"" *warpstreme",17,17.65%,$614.40
men,Gender,compression shirt men,25,16.00%,$263.00
women,Category,convertble jogger women,1,100.00%,$49.00
cool racerback,Collections,cool racerback tank top *nulu,18,0.00%,$0.00
